Order,Win,Layout,Turn - 0,Turn - 1,Turn - 2,Turn - 3,Turn - 4,Turn - 5,Turn - 6,Turn - 7,Turn - 8,Turn - 9
391,2,"5, 7, 3, 6, 7, 4, 6, 5, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[6]
3
4, 5","[5]
3
4","[4]
3
"
392,1,"5, 7, 3, 7, 3, 4, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[3]
4, 6
4, 5, 6","[4]
4, 6
5, 6","[6]
4
5, 6","[4]

5, 6"
393,1,"5, 7, 3, 7, 3, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[3]
4, 6
4, 5, 6","[5]
4, 6
4, 6","[6]
4
4, 6","[4]

4, 6"
394,1,"5, 7, 3, 7, 3, 6, 4, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[3]
4, 6
4, 5, 6","[6]
4, 6
4, 5","[4]
4, 6
5","[6]
4
5","[4]

5"
395,1,"5, 7, 3, 7, 3, 6, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[3]
4, 6
4, 5, 6","[6]
4, 6
4, 5","[5]
4, 6
4","[6]
4
4","[4]

4"
396,1,"5, 7, 3, 7, 4, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[4]
3, 6
4, 5, 6","[5]
3, 6
4, 6","[6]
3
4, 6","[3]

4, 6"
397,1,"5, 7, 3, 7, 4, 6, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[4]
3, 6
4, 5, 6","[6]
3, 6
4, 5","[4]
3, 6
5","[6]
3
5","[3]

5"
398,1,"5, 7, 3, 7, 4, 6, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[4]
3, 6
4, 5, 6","[6]
3, 6
4, 5","[5]
3, 6
4","[6]
3
4","[3]

4"
399,2,"5, 7, 3, 7, 6, 3, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[4]
4
5, 6","[5]
4
6","[6]
4
"
400,2,"5, 7, 3, 7, 6, 3, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[4]
4
5, 6","[6]
4
5","[5]
4
"
401,2,"5, 7, 3, 7, 6, 3, 5, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[5]
4
4, 6","[4]
4
6","[6]
4
"
402,2,"5, 7, 3, 7, 6, 3, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[5]
4
4, 6","[6]
4
4","[4]
4
"
403,2,"5, 7, 3, 7, 6, 3, 6, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[6]
4
4, 5","[4]
4
5","[5]
4
"
404,2,"5, 7, 3, 7, 6, 3, 6, 5, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[6]
4
4, 5","[5]
4
4","[4]
4
"
405,2,"5, 7, 3, 7, 6, 4, 5, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[5]
3
4, 6","[4]
3
6","[6]
3
"
406,2,"5, 7, 3, 7, 6, 4, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[5]
3
4, 6","[6]
3
4","[4]
3
"
407,2,"5, 7, 3, 7, 6, 4, 6, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[6]
3
4, 5","[4]
3
5","[5]
3
"
408,2,"5, 7, 3, 7, 6, 4, 6, 5, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[7]
3, 4, 6
4, 5, 6","[6]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[6]
3
4, 5","[5]
3
4","[4]
3
"
409,1,"5, 7, 4, 6, 3, 5, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[3]
4, 7
3, 5, 6","[5]
4, 7
3, 6","[7]
4
3, 6","[4]

3, 6"
410,1,"5, 7, 4, 6, 3, 6, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[3]
4, 7
3, 5, 6","[6]
4, 7
3, 5","[7]
4
3, 5","[4]

3, 5"
411,1,"5, 7, 4, 6, 4, 5, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[4]
3, 7
3, 5, 6","[5]
3, 7
3, 6","[7]
3
3, 6","[3]

3, 6"
412,1,"5, 7, 4, 6, 4, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[4]
3, 7
3, 5, 6","[6]
3, 7
3, 5","[7]
3
3, 5","[3]

3, 5"
413,1,"5, 7, 4, 6, 7, 3, 5, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[5]
4
3, 6","[3]
4
6","[4]

6"
414,2,"5, 7, 4, 6, 7, 3, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[5]
4
3, 6","[6]
4
3","[3]
4
"
415,1,"5, 7, 4, 6, 7, 3, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[6]
4
3, 5","[3]
4
5","[4]

5"
416,2,"5, 7, 4, 6, 7, 3, 6, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[6]
4
3, 5","[5]
4
3","[3]
4
"
417,2,"5, 7, 4, 6, 7, 4, 5, 3, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[5]
3
3, 6","[3]
3
6","[6]
3
"
418,2,"5, 7, 4, 6, 7, 4, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[5]
3
3, 6","[6]
3
3","[3]
3
"
419,2,"5, 7, 4, 6, 7, 4, 6, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[6]
3
3, 5","[3]
3
5","[5]
3
"
420,2,"5, 7, 4, 6, 7, 4, 6, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[6]
3, 4, 7
3, 5, 6","[7]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[6]
3
3, 5","[5]
3
3","[3]
3
"
421,1,"5, 7, 4, 7, 3, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[3]
4, 6
3, 5, 6","[5]
4, 6
3, 6","[6]
4
3, 6","[4]

3, 6"
422,2,"5, 7, 4, 7, 3, 6, 3, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[3]
4, 6
3, 5, 6","[6]
4, 6
3, 5","[3]
4, 6
5","[4]
6
5","[5]
6
"
423,1,"5, 7, 4, 7, 3, 6, 3, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[3]
4, 6
3, 5, 6","[6]
4, 6
3, 5","[3]
4, 6
5","[6]
4
5","[4]

5"
424,1,"5, 7, 4, 7, 3, 6, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[3]
4, 6
3, 5, 6","[6]
4, 6
3, 5","[5]
4, 6
3","[6]
4
3","[4]

3"
425,1,"5, 7, 4, 7, 4, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[4]
3, 6
3, 5, 6","[5]
3, 6
3, 6","[6]
3
3, 6","[3]

3, 6"
426,1,"5, 7, 4, 7, 4, 6, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[4]
3, 6
3, 5, 6","[6]
3, 6
3, 5","[3]
3, 6
5","[6]
3
5","[3]

5"
427,1,"5, 7, 4, 7, 4, 6, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[4]
3, 6
3, 5, 6","[6]
3, 6
3, 5","[5]
3, 6
3","[6]
3
3","[3]

3"
428,1,"5, 7, 4, 7, 6, 3, 5, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[5]
4
3, 6","[3]
4
6","[4]

6"
429,2,"5, 7, 4, 7, 6, 3, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[5]
4
3, 6","[6]
4
3","[3]
4
"
430,1,"5, 7, 4, 7, 6, 3, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[6]
4
3, 5","[3]
4
5","[4]

5"
431,2,"5, 7, 4, 7, 6, 3, 6, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[3]
4
3, 5, 6","[6]
4
3, 5","[5]
4
3","[3]
4
"
432,2,"5, 7, 4, 7, 6, 4, 5, 3, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[5]
3
3, 6","[3]
3
6","[6]
3
"
433,2,"5, 7, 4, 7, 6, 4, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[5]
3
3, 6","[6]
3
3","[3]
3
"
434,2,"5, 7, 4, 7, 6, 4, 6, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[6]
3
3, 5","[3]
3
5","[5]
3
"
435,2,"5, 7, 4, 7, 6, 4, 6, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[4]
3, 4, 6, 7
3, 5, 6","[7]
3, 4, 6
3, 5, 6","[6]
3, 4
3, 5, 6","[4]
3
3, 5, 6","[6]
3
3, 5","[5]
3
3","[3]
3
"
436,1,"5, 7, 5, 6, 3, 4, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[3]
4, 7
3, 4, 6","[4]
4, 7
3, 6","[7]
4
3, 6","[4]

3, 6"
437,1,"5, 7, 5, 6, 3, 6, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[3]
4, 7
3, 4, 6","[6]
4, 7
3, 4","[7]
4
3, 4","[4]

3, 4"
438,1,"5, 7, 5, 6, 4, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[4]
3, 7
3, 4, 6","[6]
3, 7
3, 4","[7]
3
3, 4","[3]

3, 4"
439,1,"5, 7, 5, 6, 7, 3, 4, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[7]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[4]
4
3, 6","[3]
4
6","[4]

6"
440,2,"5, 7, 5, 6, 7, 3, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[7]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[4]
4
3, 6","[6]
4
3","[3]
4
"
441,1,"5, 7, 5, 6, 7, 3, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[7]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[6]
4
3, 4","[3]
4
4","[4]

4"
442,2,"5, 7, 5, 6, 7, 3, 6, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[7]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[6]
4
3, 4","[4]
4
3","[3]
4
"
443,2,"5, 7, 5, 6, 7, 4, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[7]
3, 4
3, 4, 6","[4]
3
3, 4, 6","[6]
3
3, 4","[3]
3
4","[4]
3
"
444,2,"5, 7, 5, 6, 7, 4, 6, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[6]
3, 4, 7
3, 4, 6","[7]
3, 4
3, 4, 6","[4]
3
3, 4, 6","[6]
3
3, 4","[4]
3
3","[3]
3
"
445,1,"5, 7, 5, 7, 3, 4, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[3]
4, 6
3, 4, 6","[4]
4, 6
3, 6","[6]
4
3, 6","[4]

3, 6"
446,1,"5, 7, 5, 7, 3, 6, 3, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[3]
4, 6
3, 4, 6","[6]
4, 6
3, 4","[3]
4, 6
4","[4]
6
4","[6]

4"
447,1,"5, 7, 5, 7, 3, 6, 3, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[3]
4, 6
3, 4, 6","[6]
4, 6
3, 4","[3]
4, 6
4","[6]
4
4","[4]

4"
448,1,"5, 7, 5, 7, 3, 6, 4, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[3]
4, 6
3, 4, 6","[6]
4, 6
3, 4","[4]
4, 6
3","[6]
4
3","[4]

3"
449,1,"5, 7, 5, 7, 4, 6, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[4]
3, 6
3, 4, 6","[6]
3, 6
3, 4","[3]
3, 6
4","[6]
3
4","[3]

4"
450,1,"5, 7, 5, 7, 4, 6, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[4]
3, 6
3, 4, 6","[6]
3, 6
3, 4","[4]
3, 6
3","[6]
3
3","[3]

3"
451,1,"5, 7, 5, 7, 6, 3, 4, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[6]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[4]
4
3, 6","[3]
4
6","[4]

6"
452,2,"5, 7, 5, 7, 6, 3, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[6]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[4]
4
3, 6","[6]
4
3","[3]
4
"
453,1,"5, 7, 5, 7, 6, 3, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[6]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[6]
4
3, 4","[3]
4
4","[4]

4"
454,2,"5, 7, 5, 7, 6, 3, 6, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[6]
3, 4
3, 4, 6","[3]
4
3, 4, 6","[6]
4
3, 4","[4]
4
3","[3]
4
"
455,2,"5, 7, 5, 7, 6, 4, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[5]
3, 4, 6, 7
3, 4, 6","[7]
3, 4, 6
3, 4, 6","[6]
3, 4
3, 4, 6","[4]
3
3, 4, 6","[6]
3
3, 4","[3]
3
4","[4]
3
"
